Exchange Current Density,Log10 ECD,reacting element,concentration (M),electrons transferred,Std Reduction Pot,Ionization energy (eV),Atomic radius,Atomic mass,Atomic volume cm3/mol),Dipole polarizability (au),Electron affinity (eV),Allen Electronegativity (eV),Ghosh Electronegativity,Pauling Electronegativity,Ionic radius (pm),Cohesive Energy (eV/atom),,,
7.40E-08,-7.13076828,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
3.80E-04,-3.420216403,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
9.10E-05,-4.040958608,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.04E-11,-10.98296666,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
6.22E-10,-9.206209615,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
5.40E-05,-4.26760624,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
5.40E-05,-4.26760624,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
4.50E-05,-4.346787486,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
8.50E-05,-4.070581074,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.37E-04,-3.863279433,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.80E-03,-2.744727495,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.34E-03,-2.872895202,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
5.70E-03,-2.244125144,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.41E-04,-3.850780887,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
5.40E-05,-4.26760624,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
9.00E-04,-3.045757491,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.20E-03,-2.920818754,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
8.60E-04,-3.065501549,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.41E-04,-3.850780887,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.20E-03,-2.920818754,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.29E-04,-3.640164518,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.40E-03,-2.853871964,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.19E-04,-3.659555885,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-10,-10,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-07,-7,Hg,1,1,0.7973,10.4375,150,200.592,14.8,33.91,,10.44,0.169,1.9,97,0.67,,,1
3.63E-25,-24.44009337,I,1,1,0.54,10.45126,140,126.90447,25.7,32.9,3.0590368,13.95,0.2195176,2.66,220,1.11,,,1
5.00E-01,-0.301029996,Ir,1,1,0.87,8.96702,135,192.217,8.54,54,1.5638,9.96,0.25106,2.2,68,6.94,,,1
1.10E-01,-0.958607315,Ir,1,1,0.87,8.96702,135,192.217,8.54,54,1.5638,9.96,0.25106,2.2,68,6.94,,,1
2.10E-01,-0.677780705,Ir,1,1,0.87,8.96702,135,192.217,8.54,54,1.5638,9.96,0.25106,2.2,68,6.94,,,1
2.50E-01,-0.602059991,Ir,1,1,0.87,8.96702,135,192.217,8.54,54,1.5638,9.96,0.25106,2.2,68,6.94,,,1
2.20E-01,-0.657577319,Ir,1,1,0.87,8.96702,135,192.217,8.54,54,1.5638,9.96,0.25106,2.2,68,6.94,,,1
2.00E-01,-0.698970004,Ir,1,1,0.87,8.96702,135,192.217,8.54,54,1.5638,9.96,0.25106,2.2,68,6.94,,,1
4.00E-03,-2.397940009,Ir,1,1,0.87,8.96702,135,192.217,8.54,54,1.5638,9.96,0.25106,2.2,68,6.94,,,1
-1.00E-02,,Ir,1,1,0.87,8.96702,135,192.217,8.54,54,1.5638,9.96,0.25106,2.2,68,6.94,,,1
-3.08E-01,,Ir,1,1,0.87,8.96702,135,192.217,8.54,54,1.5638,9.96,0.25106,2.2,68,6.94,,,1
2.10E-02,-1.677780705,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
6.30E-03,-2.200659451,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
6.92E-03,-2.159893906,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
1.40E-02,-1.853871964,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
1.45E-02,-1.838631998,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
4.50E-03,-2.346787486,Mn,0.0001,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
6.80E-04,-3.167491087,V,1,1,0.26,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
2.00E-05,-4.698970004,V,1,1,0.26,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
1.00E-06,-6,V,1,1,0.26,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
7.80E-05,-4.107905397,V,1,1,0.26,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
2.10E-03,-2.677780705,V,1,1,0.26,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
2.90E-06,-5.537602002,V,1,1,0.26,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
1.50E-06,-5.823908741,V,1,1,0.26,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
1.56E-08,-7.806875402,V,1,1,1,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
1.97E-08,-7.705533774,V,1,1,1,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
5.50E-08,-7.259637311,V,1,1,1,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
6.32E-08,-7.199282922,V,1,1,1,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
9.43E-09,-8.025488307,V,1,1,1,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
2.18E-08,-7.661543506,V,1,1,1,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
6.32E-08,-7.199282922,V,1,1,1,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
7.98E-08,-7.097997109,V,1,1,1,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
3.32E-08,-7.478861916,V,1,1,0.26,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
4.87E-08,-7.312471039,V,1,1,0.26,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
7.98E-08,-7.097997109,V,1,1,0.26,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
4.98E-08,-7.302770657,V,1,1,0.26,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
5.81E-08,-7.235823868,V,1,1,0.26,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
1.01E-07,-6.995678626,V,1,1,0.26,6.746187,135,50.9415,8.35,87,0.525,9.063,0.1273344,1.63,79,5.31,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
3.50E-07,-6.455931956,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
5.00E-06,-5.301029996,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.20E-05,-4.657577319,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
5.30E-09,-8.27572413,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-08,-8,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.70E-07,-6.769551079,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.80E-07,-6.552841969,Co,1,2,-0.277,7.88101,135,58.933194,6.7,55,0.66225646,10.86,0.1432363,1.88,58,4.39,,,1
4.20E-07,-6.37675071,Co,1,2,-0.277,7.88101,135,58.933194,6.7,55,0.66225646,10.86,0.1432363,1.88,58,4.39,,,1
6.80E-07,-6.167491087,Co,1,2,-0.277,7.88101,135,58.933194,6.7,55,0.66225646,10.86,0.1432363,1.88,58,4.39,,,1
8.40E-07,-6.075720714,Co,1,2,-0.277,7.88101,135,58.933194,6.7,55,0.66225646,10.86,0.1432363,1.88,58,4.39,,,1
3.00E-05,-4.522878745,Co,1,2,-0.277,7.88101,135,58.933194,6.7,55,0.66225646,10.86,0.1432363,1.88,58,4.39,,,1
1.30E-05,-4.886056648,Co,1,2,-0.277,7.88101,135,58.933194,6.7,55,0.66225646,10.86,0.1432363,1.88,58,4.39,,,1
5.20E-06,-5.283996656,Co,1,2,-0.277,7.88101,135,58.933194,6.7,55,0.66225646,10.86,0.1432363,1.88,58,4.39,,,1
1.00E-06,-6,Co,1,2,-0.277,7.88101,135,58.933194,6.7,55,0.66225646,10.86,0.1432363,1.88,58,4.39,,,1
4.80E-07,-6.318758763,Co,1,2,-0.277,7.88101,135,58.933194,6.7,55,0.66225646,10.86,0.1432363,1.88,58,4.39,,,1
1.00E-07,-7,Co,1,2,-0.277,7.88101,135,58.933194,6.7,55,0.66225646,10.86,0.1432363,1.88,58,4.39,,,1
4.50E-05,-4.346787486,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
1.00E-09,-9,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
1.00E-09,-9,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
1.00E-11,-11,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
1.00E-11,-11,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
1.00E-11,-11,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
1.00E-11,-11,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
1.00E-10,-10,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
1.00E-10,-10,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
1.36E-01,-0.866461092,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
5.20E-02,-1.283996656,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
7.08E-03,-2.149966742,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
6.00E-02,-1.22184875,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
3.00E-02,-1.522878745,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
2.30E+00,0.361727836,Cu,0.001,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
3.20E+00,0.505149978,Cu,0.025,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
3.90E+00,0.591064607,Cu,0.05,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
3.90E+00,0.591064607,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
5.20E+00,0.716003344,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
7.60E+00,0.880813592,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
3.50E+00,0.544068044,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E+01,1,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
2.30E+01,1.361727836,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
2.10E+00,0.322219295,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
2.00E+00,0.301029996,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
2.00E+00,0.301029996,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
3.80E+00,0.579783597,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
3.70E+00,0.568201724,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
4.60E+00,0.662757832,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
3.80E+00,0.579783597,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
3.20E+00,0.505149978,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
3.20E+00,0.505149978,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
2.30E-03,-2.638272164,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
1.20E-02,-1.920818754,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
2.40E-02,-1.619788758,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
8.10E-02,-1.091514981,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
5.40E-02,-1.26760624,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
1.40E-01,-0.853871964,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
4.50E-05,-4.346787486,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
6.50E-03,-2.187086643,Cu,0.01,1,0.52,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
5.50E-03,-2.259637311,Cu,0.01,1,0.52,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
2.90E-03,-2.537602002,Cu,0.01,1,0.52,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
1.00E-08,-8,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
3.16E-10,-9.500312917,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-06,-6,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.60E-02,-1.585026652,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
2.50E-06,-5.602059991,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.50E-06,-5.823908741,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
5.70E-04,-3.244125144,Cu,1,1,0.52,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
4.00E-04,-3.397940009,Cu,1,1,0.52,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
1.00E-07,-7,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-07,-7,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.30E-08,-7.638272164,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.60E-07,-6.795880017,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
3.16E-10,-9.500312917,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-06,-6,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-07,-7,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-06,-6,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-06,-6,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
,,,,,,,,,,,,,,,,,,,1
4.50E-02,-1.346787486,Cu,1,2,0.3419,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
4.26E-07,-6.370590401,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
5.49E-07,-6.260427656,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.58E-06,-5.801342913,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.13E-06,-5.671620397,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.44E-06,-5.841637508,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
